id,index,text,labels,label_code,pred_labels
125,20237987_s1,Parasympathetic paraganglioma develop predominantly in the head and neck .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
126,22410783_s3,"Dermal fibroblasts from the Syrian hamster ( SHD cells ) are exceptionally resistant to spontaneous SIPS bypass , but it can be readily induced following exposure to a wide range of chemical and physical carcinogens .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
127,1458479_s10,The binding capacity of CCK-B receptors constitutes 34% of the total high affinity CCK binding sites .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
128,20378992_s0,"The development and progression of esophageal cancer is associated with multiple alterations in the genome , including loss of the tumor suppressor phosphatase and tensin homolog deleted from the chromosome 10 ( PTEN ) gene .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
129,24280290_s0,"BACKGROUND Multiple myeloma ( MM ) is a fatal plasma cell malignancy exhibiting enhanced glucose consumption associated with an aerobic glycolytic phenotype ( i.e. , the Warburg effect ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
130,20094972_s5,"The results showed that aldosterone concentrations starting from 10 nM ( 360 ng/dL ) caused a significant increase of DNA damage monitored with the comet assay in LLC-PK1 , while there was no change in cell vitality and proliferation .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
131,20572576_s0,"AIMS AND BACKGROUND To investigate a six-drug combination in patients with nonmetastatic Ewing sarcoma , focusing on chemotherapy-induced necrosis and chemotherapy toxicity in adult and pediatric patients .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
132,22982677_s2,FoxM1 is known as a proliferation-associated transcription factor and is upregulated in many cancer types .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
133,20954073_s7,Knockdown of PP2A-CÎ± with siRNA reduced p27(kip1) levels in the presence of Akt inhibitor .,evading growth suppressors,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],[]
134,22315058_s8,CONCLUSION These results suggest that EMT in the gefitinib-resistant cells is mediated by the downregulation of EGFR and compensatory activation of Akt/GSK-3Î²/snail pathway .,"activating invasion and metastasis,sustaining proliferative signaling",[1. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
135,12507935_s4,Levels of p21(WAF1/CIP1) expression varied among the cell lines .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
136,12439909_s17,The establishment of a continuous line of esophageal epithelium may provide a in vitro model of carcinogenesis induced by HPV .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
137,12408370_s3,"The experiments were performed using the human breast adenocarcinoma ( MCF-7 ) cell test system , an established in vitro model for estrogen-dependent tumors .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
138,11980654_s15,"Thus , induction of B-cell and T-cell apoptosis via interactions of CD70 expressed on glioma cells and CD27 expressed on B and T cells may be a novel way for the immune escape of malignant gliomas .","avoiding immune destruction,resisting cell death",[0. 1. 0. 0. 0. 0. 0. 1. 0. 0.],[]
139,23116564_s3,This cell line proliferated rapidly in low-glucose culture medium but also demonstrated contact inhibition in high-glucose culture medium .,evading growth suppressors,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],[]
140,23235164_s4,"The actuarial1 - , 3- , and 5-year overall survival rates and 1- , 3- , and 5-year recurrence-free survival rates of those 64 patients who achieved curative resections were 84 , 50 , and 37% , and 42 , 27 , and 27% , respectively .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
141,12481425_s4,"Moderate ( 250 mg/kg/day ) and high ( 500 mg/kg/day ) PB treatment resulted in a decrease in proliferation in mammary epithelial cells ( P &lt ; 0.001 ) , determined by bromodeoxyuridine incorporation .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
142,23197380_s9,Time course experiments demonstrated that repeated injections of AQP1 siRNA over time are effective in sustaining the inhibition of tumour growth .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
143,24068038_s9,Epithelial-to-mesenchymal transition occurred during arsenic exposure .,activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
144,22973555_s5,"MAP17 is overexpressed in a great variety of human carcinomas , including breast tumors .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
145,12082607_s2,One hTERT transduced BMEC culture underwent a long proliferative lag before resuming proliferation .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
146,20042714_s1,LAM is a cystic lung disease that is characterized by the infiltration of smooth muscle-like cells into the pulmonary parenchyma .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
147,1451349_s6,"Secreted PA activity in MM3 CM was measurable at early stages and consistently increased up to 37 days post-transplantation , but a marked fall of activity was found at 48 days .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
148,12521324_s6,The tumours developed were extracted and compared quantitatively and histologically .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
149,22489823_s2,Curcumin suppressed cell viability and altered the cell cycle of retinoblastoma cells .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
150,12521324_s10,"Under light microscopy , the ACC-M tumours were mainly poorly differentiated with minimal cellular matrix , whereas the AmIL-2 tumours were well differentiated with ample matrix .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
151,20959490_s3,Stat3 tyrosine 705 phosphorylation and expression of several Stat3-regulated antiapoptotic genes were higher in Gprc5a(-/-) than in Gprc5a(+/+) cells .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
152,23085987_s5,"Together , our data indicate a novel role of Wig1 in RISC target accessibility , which is a key step in RNA-mediated gene silencing .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
153,23238993_s6,"Our results demonstrate for the first time a survival role for autophagy induced by p53-reactivating molecules , supporting the development of an anti-cancer therapy based on autophagy inhibition associated to p53 activation .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
154,20110356_s10,We also demonstrate that the adaptation to oligomycin does not invoke activation of hypoxia-induced factor .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
155,20099325_s6,"Although this preliminary study involved immortalized cells , this combination of technologies can be extended to the real-time metabolic exploration of primary benign and cancerous cells and tissues prior to and after therapy .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
156,23002206_s7,"The beneficial effects of halofuginone treatment were comparable with those observed with other anti-TGF-Î² strategies , including systemic administration of SD208 , a small-molecule inhibitor of TGF-Î² receptor I kinase , or forced overexpression of Smad7 , a negative regulator of TGF-Î² signaling .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
157,12439605_s11,Elevated intracellular concentrations of interferon-gamma ( IFN-gamma ) and/or TNF-alpha in CD8+ T cells were found in 4 out of 5 patients at 24 h post-WBH-CT .,avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
158,14607726_s3,The mechanism of anti-tumor was studied and tested .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
159,20107607_s1,BRIT1 mutations or aberrant expression are found in primary microcephaly patients as well as in cancer patients .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
160,23264205_s2,"Its putative implication in tumorigenesis has so far , however , remained largely unexplored .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
161,1337999_s3,Total protein kinase C activity and distribution was similar for both clones .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
162,23135775_s3,Immunohistochemistry for angiogenesis factors and PDGFR-Î± and Î² was performed in 24 archival tumor samples from children and adults treated for ependymoma at our institution .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
163,1741385_s0,"We have constructed plasmids pS3G-1 and pSG4 that contain single acetylaminofluorene adducts within contiguous runs of three ( 5'-CCCG1G2G3-3' ) and four ( 5'-CG1GGG4T-3' ) guanine residues , respectively .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
164,20300433_s3,"The survival assays showed ( i ) The nfo mutant was the most sensitive to SnCl(2) ; ( ii ) lethal synergistic effect was observed after UVA pre-illumination , plus SnCl(2) incubation , the nfo mutant being the most sensitive ; ( iii ) wild type and nfo mutants , transformed with pBW21 plasmid ( nfo(+) ) had their survival increased following treatments .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
165,22563920_s6,Parietal peritoneal biopsies were obtained during implantation of peritoneal dialytic catheters .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
166,23429262_s6,"We show that the miRNA-induced silencing of CDC25A increases the tyrosine phosphorylation status of CDK4/6 cyclin-dependent kinases which , in turn , abolishes CDK4/6 capacity to associate with D-type cyclins .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
167,23263160_s12,We propose that AC inhibition will be effective in concert with other anticancer therapies .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
168,22941331_s3,The expression of PCDH8 was markedly reduced or silenced in gastric cancer cell lines compared with normal gastric cells or tissues .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
169,20208355_s6,"Increased exposure time to Fan caused apoptosis of PC3 cells , which was associated with up-regulation of pro-apoptotic proteins Bax and caspase 3 , and down-regulation of anti-apoptotic protein Bcl-2 .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
170,23367225_s3,A mildly raised temperature ( i.e.39ï¿½C ) was imposed on the skin surface of the implanted tumor using a thermal heating pad .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
171,22237206_s0,"The DNA damage response ( DDR ) cascade and ROS ( reactive oxygen species ) signaling are both involved in the induction of cell death after DNA damage , but a mechanistic link between these two pathways has not been clearly elucidated .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
172,12429974_s1,It also shows anti-tumor activity in mouse tumor models and is currently in phase III clinical trials .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
173,20593952_s1,"METHODS This was a descriptive cross sectional study and was conducted at Histopathology Department , Armed Forces Institute of Pathology , Rawalpindi from 1st January 2008 to 31st October 2008 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
174,20939432_s1,"In this study , we investigated the effects of overexpression of the MDA-7/IL-24 gene in human hepatocellular carcinoma ( HCC ) cells in vitro and in vivo .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
175,20927195_s4,"In contrast , the combination of p53 RNAi knockdown with expression of oncogenic H-Ras(G12V) transformed the p16-deficient BAR-T cells , as evidenced by their loss of contact inhibition , by their formation of colonies in soft agar , and by their generation of tumors in immunodeficient mice .",evading growth suppressors,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],[]
176,12393401_s4,"However , when stressed apoptotic 12B1-D1 cells were coincubated with immature dendritic cells for 24 hours , this resulted in greater up-regulation of costimulatory molecules ( CD40 , CD80 , and CD86 ) on the surface of dendritic cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
177,12441637_s7,"However , the AR was higher in HNSCC patients than in the control group , suggesting an increase in the DNA repair capacity in the cancer patients as compared to the control .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
178,23304253_s7,The impacts of WEV alone and WEV+NP were monitored in MM cells from 70 diagnosed patients .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
179,23270927_s5,"Inhibition of WEE1 by MK-1775 treatment of DIPG cells inhibited the IR-induced WEE1-mediated phosphorylation of CDC2 , resulting in reduced G2/M arrest and decreased cell viability .","evading growth suppressors,sustaining proliferative signaling",[0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],[]
180,20588232_s10,"The areas under curves constructed for the selected cutoff serum cytokines levels ( AUC-ROC ) showed good predictive values for IL-6 ( 0.87 ) , IL-10 ( 0.836 ) and IL-8 ( 0.797 ) .","avoiding immune destruction,tumor promoting inflammation",[0. 1. 0. 0. 0. 0. 0. 0. 0. 1.],[]
181,1419600_s3,Platelet derived growth factor ( PDGF ) and cathepsin D had no effect in the presence or absence of oestradiol while TGF-beta slightly reduced the stimulation by oestradiol .,sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
182,22372864_s1,"In contrast to the currently approved HER-2-targeted agent ( lapatinib , 1 ) , our irreversible HER-1/HER-2 inhibitors have the potential to overcome the clinically relevant and mutation-induced drug resistance .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
183,1572394_s4,"Also theophylline and dibutyryl-cGMP had some protective effect , whereas a number of compounds reported to protect against apoptosis in other systems were without protective effects .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
184,1384375_s8,"The treatment of the primary , recurrent , and metastatic neoplasms was surgical excision .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
185,22895699_s9,"Taken together , the results of this study suggest that honokiol exerts an anticancer effect by preventing metastasis and inducing apoptotic cell death of brain tumor cells .","activating invasion and metastasis,resisting cell death",[1. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
186,23203444_s5,"Previous biochemical studies demonstrated that residue Val-155 was critical for VHL protein binding to chaperonin TRiC/CCT , an essential step for proper VHL protein folding .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
187,20525204_s7,Expression of key DNA repair and cell cycle regulatory proteins was detected and quantified by western blot analysis .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
188,23294923_s7,"Thus , regulation of miR221/222 by apoE3 occurs invivo as well as invitro .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
189,22083956_s4,This effect is accompanied by a major increase in NF-ÎºB-dependent histone acetylation around the ERE .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
190,12461298_s4,"Bub2 and Bfa1 are also required to prevent mitotic exit when there is DNA damage , spindle damage or spindle misorientation at G(2)/M phase .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
191,20876800_s3,"Here , we extend these findings to show that elevated glucose metabolism , characteristic of cancer cells , can suppress protein kinase CÎ´ ( PKCÎ´)-dependent p53 activation to maintain cell survival after growth factor withdrawal .","cellular energetics,sustaining proliferative signaling",[0. 0. 1. 0. 0. 0. 0. 0. 1. 0.],[]
192,20442453_s2,"More specifically , the transcriptional profiles of Cav-1 ( -/- ) stromal cells were most closely related to the primary tumor stroma of breast cancer patients that had undergone lymph-node ( LN ) metastasis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
193,23286398_s8,"It can arrest cell cycle in S and G(2)/M phases and induce the apoptosis of EC 9706 cells. hTERT is localized in both nucleus and mitochondria,and can be partially translocated from nucleus to mitochondria during the bufalin-induced apoptosis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
194,22768158_s3,"Further , our combined results of GC-MS and microarray based gene expression profiling of undifferentiated and OCT4-depleted hESCs are consistent with the Warburg effect which is increased glycolysis in embryonic cells and tumor cells in the presence of O(2) while oxidative phosphorylation ( OXPHOS ) is impaired or even shut down .",cellular energetics,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[]
